,poem_title,poem_url,poem_content
51,"“Về bản chất, giận dữ”",https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%E1%BB%81-b%E1%BA%A3n-ch%E1%BA%A5t-gi%E1%BA%ADn-d%E1%BB%AF/poem-OzJ2trYmUWXpqxC5PLhB0g,"“Về bản chất, giận dữ
Là cơn điên nhất thời
Người không kiềm chế nó
Nó sẽ kiềm chế người"
52,“Vì tình yêu phụ nữ”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%C3%AC-t%C3%ACnh-y%C3%AAu-ph%E1%BB%A5-n%E1%BB%AF/poem-Mgny3eVssGoF-Dh7gEkt6A,"Vì tình yêu, phụ nữ
Sẵn sàng hy sinh mình
Còn đàn ông thì khác
Họ hy sinh người tình"
53,“Với những gì đang có”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%E1%BB%9Bi-nh%E1%BB%AFng-g%C3%AC-%C4%91ang-c%C3%B3/poem-jImOkuDLzCJyRedC-trJ-Q,"Với những gì đang có
Hãy cảm ơn đất trời
Rồi bạn có thể có
Nhiều hơn nữa trong đời

Chứ suốt ngày mong ước
Những gì đang trong mơ
Suốt đời bạn đau khổ
Không thấy đủ bao giờ"
54,"“Với trẻ con, tốt nhất”",https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%E1%BB%9Bi-tr%E1%BA%BB-con-t%E1%BB%91t-nh%E1%BA%A5t/poem-1NOlA704_l0KXAlSWP4otg,"Với trẻ con, tốt nhất
Là không cho chúng tiền
Giúp làm bài, đi dạo
Đỡ tốn và đỡ phiền

Thật đẹp và ý nghĩa
Bố dắt con dạo chơi
Vừa đi vừa bày dạy
Để giúp con thành người"
55,“Vượt trở ngại là khó”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%C6%B0%E1%BB%A3t-tr%E1%BB%9F-ng%E1%BA%A1i-l%C3%A0-kh%C3%B3/poem-0HMLBkZ0f1EJMprmg1Mqew,"Vượt trở ngại là khó
Nhưng khó hơn vẫn là
Vượt trở ngại lớn nhất
Là chính bản thân ta"
56,“Xinh đẹp không có nghĩa”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Xinh-%C4%91%E1%BA%B9p-kh%C3%B4ng-c%C3%B3-ngh%C4%A9a/poem-APAV3z7jAzzhT1DU-ohKSg,"Xinh đẹp không có nghĩa
Là hạnh phúc hơn người
Nhưng những người hạnh phúc
Luôn xinh đẹp tuyệt vời"
57,#18,https://www.thivien.net/Tu%E1%BB%87-S%E1%BB%B9/18/poem-vvXMqDr3PYay-7iOBtJn6A,"Tiếng xe đùa qua ngõ
Cành nguyệt quế rùng mình
Hương tan trên dấu lặng
Giai điệu tròn lung linh."
58,#7,https://www.thivien.net/Tu%E1%BB%87-S%E1%BB%B9/7/poem-IeN7OAC2iSw_jmEooFXqag,"Chung trà đã lịm khói
Hàng chữ vẫn nối dài
Thế sự chùm hoa dại
Ủ mờ con mắt cay."
59,01,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/01/poem-Yo9aQueuAwgpnUbh6JBDZg,"Sợi tóc cứ gầy đi
Qua những đêm khó ngủ"
60,“Những lúc mình vui sướng”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Nh%E1%BB%AFng-l%C3%BAc-m%C3%ACnh-vui-s%C6%B0%E1%BB%9Bng/poem-kIw-35TDUY7h9xlMBMaguw,"Những lúc mình vui sướng
Hãy thầm hỏi trong lòng:
“Liệu có ai phải khổ
Vì niềm vui này không?”"
61,“Nơi chính tâm cơn bão”,https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/N%C6%A1i-ch%C3%ADnh-t%C3%A2m-c%C6%A1n-b%C3%A3o/poem-cG1qCo8hwR0_vBQWjrFlWA,"Nơi chính tâm cơn bão
Dễ tìm được bình tâm"
62,“Quyết tâm và nghị lực”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Quy%E1%BA%BFt-t%C3%A2m-v%C3%A0-ngh%E1%BB%8B-l%E1%BB%B1c/poem-m_LFiY1iihAIgAP47zM0dw,"Quyết tâm và nghị lực
Giúp người ta đứng lên
Cả trong những trường hợp
Tưởng không thể đứng lên"
63,“Ta buồn khi phải thấy”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Ta-bu%E1%BB%93n-khi-ph%E1%BA%A3i-th%E1%BA%A5y/poem-ZGvJypvP7suWb3AyiojYCQ,"Ta buồn khi phải thấy
Nhiều người bỏ rơi ta
Buồn hơn khi chính họ
Từng thề luôn bên ta"
64,“Tài là do thiên phú”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/T%C3%A0i-l%C3%A0-do-thi%C3%AAn-ph%C3%BA/poem-RHU0kNZhjOGffujIrpfWyA,"Tài là do thiên phú
Đức là do mình rèn
Hai cái đều quan trọng
Nhưng đức vẫn xếp trên

Có tài không có đức
Là tai hoạ cho đời
Không tài nhưng có đức
Vẫn có lợi cho người"
